ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-19,-24694256.0,0.0,-2819000.0,-547659.0
2344,華邦電子,2026-03-19,-36072460.0,0.0,-585000.0,14188.0
