ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-25,3722086.0,0.0,-2406037.0,788524.0
2344,華邦電子,2026-03-25,-56510152.0,0.0,-2754521.0,1449000.0
