ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-06,-1959829.0,0.0,-2420000.0,-1610769.0
2344,華邦電子,2026-03-06,5513225.0,0.0,-1859000.0,-150941.0
