ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-17,-2518642.0,0.0,3560000.0,1135972.0
2344,華邦電子,2026-03-17,18464408.0,0.0,1425000.0,1807439.0
