ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-31,265957.0,0.0,-10229316.0,-680918.0
2344,華邦電子,2026-03-31,5077917.0,0.0,29414232.0,-1920802.0
