ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-24,13066189.0,0.0,-8818001.0,-1079776.0
2344,華邦電子,2026-03-24,-14642956.0,0.0,-17506000.0,-4564093.0
