ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-26,-18514610.0,0.0,-1723000.0,704306.0
2344,華邦電子,2026-03-26,-4837682.0,0.0,-6044467.0,1818414.0
