ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-23,2698406.0,0.0,-5219612.0,208024.0
2344,華邦電子,2026-03-23,13048536.0,0.0,-5945717.0,-1387283.0
