ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-18,-3602702.0,0.0,590249.0,-1754825.0
2344,華邦電子,2026-03-18,16744344.0,0.0,604000.0,-2888167.0
