ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-09,-2426118.0,0.0,115249.0,-636339.0
2344,華邦電子,2026-03-09,22001415.0,0.0,50000.0,-5476329.0
