ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-16,11987609.0,0.0,-2313000.0,2543337.0
2344,華邦電子,2026-03-16,43234436.0,0.0,-1390000.0,2019277.0
