ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-30,-499000.0,0.0,-150000.0,106617.0
2344,華邦電子,2026-03-30,883001.0,0.0,-200000.0,-465616.0
