ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-05,-619235.0,0.0,-86000.0,-846700.0
2344,華邦電子,2026-03-05,-13272004.0,0.0,-739000.0,-1334615.0
