ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-03-13,-12135124.0,0.0,-2549000.0,-394388.0
2344,華邦電子,2026-03-13,-17436170.0,0.0,-105000.0,-1456481.0
