ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-18,125776.0,9880.0,32.0,1123414.0,3930.5,⚠️ 資券比過高
2408,南亞科技,2026-03-18,121370.0,3248.0,0.0,774656.0,0.0,
