ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-10,116881.0,4165.0,4.0,1124034.0,29220.25,⚠️ 資券比過高
2408,南亞科技,2026-03-10,113127.0,-10084.0,7.0,772690.0,16161.0,⚠️ 資券比過高
