ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-13,128070.0,-562.0,9.0,1124095.0,14230.0,⚠️ 資券比過高
2408,南亞科技,2026-03-13,108217.0,811.0,391.0,771236.0,276.77,⚠️ 資券比過高
