ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-20,135580.0,-1930.0,14.0,1121586.0,9684.29,⚠️ 資券比過高
2408,南亞科技,2026-03-20,127317.0,-17699.0,0.0,772731.0,0.0,
