ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-31,119784.0,-6552.0,0.0,1122097.0,0.0,
2408,南亞科技,2026-03-31,110992.0,-7668.0,43.0,773416.0,2581.21,⚠️ 資券比過高
