ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-06,130633.0,-3253.0,0.0,1122729.0,0.0,
2408,南亞科技,2026-03-06,114827.0,-813.0,308.0,773124.0,372.81,⚠️ 資券比過高
