ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-25,126568.0,8490.0,0.0,1125000.0,0.0,
2408,南亞科技,2026-03-25,105419.0,3078.0,8.0,773708.0,13177.38,⚠️ 資券比過高
