ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-11,121046.0,14139.0,9.0,1123751.0,13449.56,⚠️ 資券比過高
2408,南亞科技,2026-03-11,103043.0,14460.0,7.0,773081.0,14720.43,⚠️ 資券比過高
