ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-27,129233.0,-9394.0,0.0,1124200.0,0.0,
2408,南亞科技,2026-03-27,114073.0,-823.0,1.0,772888.0,114073.0,⚠️ 資券比過高
