ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-16,127508.0,4697.0,16.0,1123806.0,7969.25,⚠️ 資券比過高
2408,南亞科技,2026-03-16,109028.0,8329.0,90.0,774656.0,1211.42,⚠️ 資券比過高
