ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-30,119839.0,-55.0,0.0,1123418.0,0.0,
2408,南亞科技,2026-03-30,113250.0,-2258.0,249.0,773967.0,454.82,⚠️ 資券比過高
