ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-26,135058.0,-5825.0,0.0,1125000.0,0.0,
2408,南亞科技,2026-03-26,108497.0,5576.0,0.0,772874.0,0.0,
