ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-05,122794.0,7839.0,1.0,1122945.0,122794.0,⚠️ 資券比過高
2408,南亞科技,2026-03-05,115991.0,-1164.0,2.0,774230.0,57995.5,⚠️ 資券比過高
