ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-19,135656.0,-76.0,41.0,1123214.0,3308.68,⚠️ 資券比過高
2408,南亞科技,2026-03-19,124618.0,2699.0,0.0,774191.0,0.0,
