ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-03-12,135185.0,-7115.0,45.0,1123922.0,3004.11,⚠️ 資券比過高
2408,南亞科技,2026-03-12,117503.0,-9286.0,38.0,772647.0,3092.18,⚠️ 資券比過高
