ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-04-10,130108.0,-1254.0,0.0,1124568.0,0.0,
2408,南亞科技,2026-04-10,115518.0,-1285.0,0.0,774219.0,0.0,
