ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-04-08,124308.0,5144.0,0.0,1123776.0,0.0,
2408,南亞科技,2026-04-08,111456.0,-1224.0,0.0,773471.0,0.0,
