ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-04-07,119425.0,4883.0,1.0,1124090.0,119425.0,⚠️ 資券比過高
2408,南亞科技,2026-04-07,111775.0,-319.0,0.0,774064.0,0.0,
