ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-04-14,130858.0,-1935.0,4.0,1124628.0,32714.5,⚠️ 資券比過高
2408,南亞科技,2026-04-14,112312.0,2497.0,0.0,774107.0,0.0,
