ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-04-13,128854.0,2004.0,2.0,1124481.0,64427.0,⚠️ 資券比過高
2408,南亞科技,2026-04-13,114233.0,-1921.0,0.0,774029.0,0.0,
