ticker,company,trade_date,margin_balance,margin_change,short_balance,short_change,margin_ratio,alert
2344,華邦電子,2026-04-01,113232.0,9724.0,0.0,1123459.0,0.0,
2408,南亞科技,2026-04-01,103324.0,8985.0,0.0,773043.0,0.0,
