ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-04-08,4348026.0,0.0,241228.0,915982.0
2344,華邦電子,2026-04-08,21232216.0,0.0,-1631921.0,2313220.0
