ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-04-02,-3486075.0,0.0,-1004427.0,-832968.0
2344,華邦電子,2026-04-02,8415701.0,0.0,2257625.0,383110.0
