ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-04-14,-41590897.0,0.0,119743.0,-2857479.0
2344,華邦電子,2026-04-14,-4310560.0,0.0,-2641983.0,-35180.0
