ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-04-15,-755163.0,0.0,-2479104.0,-3093023.0
2344,華邦電子,2026-04-15,-25402040.0,0.0,-2115430.0,-5023789.0
