ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-04-10,18152083.0,0.0,-262325.0,1101799.0
2344,華邦電子,2026-04-10,18830999.0,0.0,-1920512.0,1415702.0
