ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-04-09,-33225138.0,0.0,-789991.0,-990137.0
2344,華邦電子,2026-04-09,-22044444.0,0.0,185260.0,-2689251.0
