ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-04-07,3095605.0,0.0,-464054.0,677657.0
2344,華邦電子,2026-04-07,-19174498.0,0.0,-2617064.0,315306.0
