ticker,company,trade_date,foreign_net,invest_net,dealer_net,total_net
2408,南亞科技,2026-04-13,8798111.0,0.0,-180882.0,2373481.0
2344,華邦電子,2026-04-13,6074055.0,0.0,-6439271.0,756488.0
